% Model,ml_model-two_load_one - Copy (2).mph
% Version,COMSOL 6.2.0.339
% Date,"Mar 24 2026, 14:03"
% Table,Table 16 - Global Evaluation 8
% Ctx (F),Coil power (W),-mf.PCoil_2 (W),100*(-mf.PCoil_2)/mf.PCoil_1 (1)
1.2E-9,1.03086178573609E-4,8.648871994312023E-6,8.389943359997838
1.5000000000000002E-9,5.37547295119829E-4,7.078395477394022E-5,13.167949204945996
1.8000000000000002E-9,0.015120572934194554,0.0012274481797176278,8.117735915560477
2.1E-9,4.649600977285071E-4,5.5900075750532295E-5,12.022553338151756
2.4E-9,1.899863003891871E-4,2.2358340201604167E-5,11.768396013714192
